Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
11478,,093209,Molecular Biology,akerboomj,05-26-2009,gallaghert,20,100.00,090521_Looger_Akerboom_seq_20,Hi guys  here the Help Request Ticket for sequencing of ticket 11477.   20 rxns  10 T7 FW and 10 T7 rev.    xls file attached.    cheers   Jasper,Single Pass,,51602
11480,,093211,Instrument Development,faustr,05-21-2009,duttaa,1,285,Help with the interface box for the pneumatic retractable lever,Help with the interface box for the pneumatic retractable lever,Instrument Development,May billing:  Labor:  5 x $57= $285,51607
11481,,093095,Instrument Development,murphyd,05-20-2009,bassins,2,57,I need charge number for Jerone Mertz Visiting Scientist.,Modification of one camera mount and then assembled  indicated into place.    ,Instrument Development,Modified today.  One hour @ $57 = $57,51607
11482,,093211,Light Microscopy,behnamr,05-20-2009,arnolda,0.5,22.5,help imaging on IX 81,may 2009,Light Microscopy,5/20 sample troubleshooting 30min @ $45/hr = 22.5,51606
11483,,093214,Instrument Development,leea,05-20-2009,cabanissd,1,156,Fabrication Request  JF-AT-AM0000 and AM0001  Mazes,Procurement  Order Tracking and Incoming Receipt of Aluminum Mazes  Fabrication cost to be handled on Ticket #9954 Issued by Jason Osborne.  This ticket is solely for labor incurred for order processing and machine shop coordination.,Instrument Development,In house labor  3 hours total order.  3@$52 = $156,51607
11484,,093297,Instrument Development,hessh,06-10-2009,cabanissd,7,2410.52,Additional Parts for NEONSEM,Fabrication Request for 5 additional parts for NEONSEM project.  Drawings received  quotes requested  and order placed 5/20/09  Jones Manufacturing.  June 1st delivery requested.  1 ea.  Neonsem-100-001   Price ea.  $454  2 ea.  Neonsem-100-002   Price ea. $145    2 ea.  Neonsem-100-003  Price ea. $105  1 ea.  Neonsem-400-001  Price ea. $415  1 ea.  Neonsem-400-002  Price ea. $369  ,Instrument Development,Parts received various dates:  All parts for this ticket have been received  ultrasonically cleaned  inspected as necessary  and delivered.  Total Frabrication Costs:  $2238  Internal Labor:  2.5 @ $52 = $130  Shipping $42.52  (2 packages)    Total charges complete order:    $2410.52  ,51607
11485,,093097,Instrument Development,wernerc,05-20-2009,cabanissd,1,0,Employee Interview  Magnus Karlsson,Interview Time spent with Magnus Karlsson ,Instrument Development,,51607
11486,,093213,Instrument Development,leonardoa,05-21-2009,lottg,1,171,Intan MUX Schematic,At Anthony's request   Construct a schematic of the Retina Array MUX that we created for him,Instrument Development,Completed  Schematic attached and forwarded to Anthony    $57*3,51607
11487,JVS001400,093417,Instrument Development,luz,05-21-2009,cabanissd,2,104,Fabrication Support,Material Purchasing support.  Fly Brain Slicer Holder    JF-RF-SH0002  Fly Brain Slicer Plate    JF-RF-SH0003    Time to quote project  process order  and incoming inspection upon receiving items.  2 hours @ $52 / hr =  $104    Materials costs placed on Engineering Ticket  #11006  issued by Steve Bassin,Instrument Development,,51607
11488,,093209,Molecular Biology,marvinj,05-21-2009,gallaghert,104,520,090520_Looger_Marvin_seq_104,,Single Pass,,51602
11489,,093403,Molecular Biology,kopekb,05-21-2009,gallaghert,7,35.00,090520_Clayton_Kopek_seq_7,,Single Pass,,51602
11490,,093298,Instrument Development,macklinj,05-28-2009,cabanissd,4,37.16,Tool purchase request,The following tools  carbide drills  we ordered for John Macklin    2  Each  2841A92  Carbide Small Dia 1/8" Shank Twist Drill Bit 1/32" Drill Size  1-1/2" L O'all  25/64" Flute Length $4.93  $9.86  total      2  Each  2841A94  Carbide Small Dia 1/8" Shank Twist Drill Bit 1/16" Drill Size  1-1/2" L O'all  13/32" Flute Length $4.93  $9.86   total    HHMI Project Code JLH298005    ,Instrument Development,Tools received 05/22/09  Merchandise:  $19.72  Shipping:  $4.44  Shop Time  0.25 @ $52 / hr  $13.00    Total Charges:  $37.16        ,51607
11491,,093209,Molecular Biology,akerboomj,05-22-2009,ramirezm,15,90,090522_Looger_Akerboom_mini_15,Hi guys  I have 15 tubes in the shaker now - I just inoculated them - they will be ready for preppin' tomorrow (22nd of May). Could you prep them and sequence them?  cheers   Jasper,Mini Preps,,51602
11492,,093209,Molecular Biology,akerboomj,06-01-2009,zhangx,35,200,sequencing of 15 samples,Could you sequence the 15 prepped samples (CDE1-5  AB1-5  DE1-5)?  thanks!  J,Single Pass,,51602
11493,,093100,Instrument Development,simmonsr,06-02-2009,bassins,6,199.50,Fabrication,Fabricate six rings.,Instrument Development,Fabrication has been completed and ready to be pick up.  3.5 Hours @ $57 = 199.50,51607
11494,,093297,Instrument Development,bolorizadehm,05-22-2009,bassins,1,286.50,Modification & Fabrication,Modify one bracket  rod.  Fabricate one tube.,Instrument Development,Modification of bracket has been completed and is ready to be pick up!  4.5 Hours @ $57 = $256.50  Material Cost $30,51607
11495,,093216,Instrument Development,abrahamssons,05-21-2009,cabanissd,1,104,Modification Request,Modification to 3/4" Stainless Stage plate.    Additional tapped holes required.,Instrument Development,,51607
11496,,093209,Instrument Development,viswanathans,05-21-2009,lottg,1,114,Matlab Training,Assist Sarada in the creation of a .m file that reads in .pair files of micro-array data.  Help her create the .m file such that she could reproduce the code herself (i.e. Matlab Training),Instrument Development,Meeting at my office to complete the code    2 hrs @ $57 = 114,51607
11497,No Project,093213,Instrument Development,borghuisb,06-19-2009,tabachnikt,1,0,design and Mfg of the retina clamp,design and Mfg of the retina clamp,Instrument Development,Submitted May Billing  $85,51607
11498,,093205,Molecular Biology,murphyc,05-26-2009,gallaghert,3,15.00,090521_Rubin_Murphy_seq_3,,Single Pass,,51602
11499,,093209,Molecular Biology,viswanathans,05-26-2009,gallaghert,1,5.00,090521_Looger_Viswanathan_seq_1,,Single Pass,,51602
11500,No Project,093305,Instrument Development,jayaramanv,06-29-2009,cabanissd,2,104,Validate the PCBs for the optical flow camera,Johannes found that there is variabliity in image position that's acquired with the optical flow sensor on the PCB. The variability seems to be between the PCB registration holes and the mounting of the optical flow IC on the PCB.     This PCB to PCB variability needs to be investigated with the Vision Measuring system with 10 PCBs. A software or mechanical fix is needed to calibrate for this error,Instrument Development,Total Labor charges for June  2 hours @ $52  = $104 total  ,51607
11501,,093210,Instrument Development,mckellarc,05-22-2009,lottg,1,1400,Camera,Charge over a basler a602fm  back plate  25mm lens    $1400  ,Instrument Development,,51607
11502,,093204,Transgenics,svobodak,05-22-2009,guoc,1,5000,M107,,DNA pronuclear microinjection,,51603
11503,No Project,093207,Transgenics,mageej,05-22-2009,guoc,1,5000,Syn Qua HR,,DNA pronuclear microinjection,,51603
11504,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,1,258,090513_Magee_Zemelman_EF_Maxi_1,,Endo Free Maxi Prep,,51602
11505,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,2,181,090521_Magee_Zemelman_midi_2,,Midi Preps,,51602
11506,,093101,Molecular Biology,bais,05-22-2009,ramirezm,1,200,090518_Guo_Bai_EFMaxi_1,,Endo Free Maxi Prep,,51602
11507,,093204,Molecular Biology,huberd,05-22-2009,ramirezm,1,225,090507_Svoboda_Huber_EFMaxi_1,,Endo Free Maxi Prep,,51602
11508,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,8,79,090514_Magee_Zemelman_mini_8,,Mini Preps,1/2 hour time: pick colonies  digest  run gel  digest $8  gel $5,51602
11509,,093209,Molecular Biology,viswanathans,05-22-2009,ramirezm,32,192,090522_Looger_Viswanathan_mini_32,,Mini Preps,,51602
11510,,093209,Molecular Biology,marvinj,05-22-2009,ramirezm,40,240,090506_Looger_Marvin_mini_40,,Mini Preps,,51602
11511,,093095,Instrument Development,murphyd,05-22-2009,bassins,1,57,Modification,Modification of one camera mount and then assembled as I indicated into place for alignment.,Instrument Development,One hour @ $57 = $57,51607
11512,No Project,093216,Instrument Development,abrahamssons,06-17-2009,bassins,1,0,Microscope Stage,Perform drawing and out source to be fabricated.,Instrument Development,Submitted May Billing  $133,51607
11513,,093216,Instrument Development,abrahamssons,05-29-2009,bassins,1,258,Alignment-laser,Fabrication of one.,Instrument Development,Fabrication has been completed and ready to be pick up!  4 Hour @ $57 = $228  Material Cost $30,51607
11514,,093209,Molecular Biology,akerboomj,05-22-2009,ramirezm,16,80,090501_Looger_Akerboom_sequencing_16,,Single Pass,,51602
11515,JVS003500,093400,Fly Lab,yuh,05-22-2009,zhengg,1,1145.75,Fly sorting,female flies sorting: 17 stocks  17x3=51 vials.  male flies sorting:107 stocks  80x3+9x2+18x1=276vials. Total 327 vials.    29 hours at $38.5/hr($1116.5).  150 vials with at $19.5 per 100 vials. ($29.25),General Fly Sorting,,51608
11516,,093209,Molecular Biology,viswanathans,05-22-2009,ramirezm,4,20,090501_Looger_Viswanathan_sequencing_4,,Single Pass,,51602
11517,,093101,Molecular Biology,bais,05-22-2009,ramirezm,2,10,090501_Guo_Bai_sequencing_2,,Single Pass,,51602
11518,,093214,Instrument Development,leea,06-16-2009,osbornej,1,741,Design dovetail holder and jaws for micro clamp,Design dovetail holder and jaws for micro clamp,Instrument Development,discussion on new design=1 hour  design new clamp holder and drafting= 2 hours  prepair for outsourcing=1/2 hour,51607
11519,,093203,Molecular Biology,jungs,05-22-2009,ramirezm,33,165,090501_Eddy_Jung_sequencing_33,,Single Pass,,51602
11520,,093209,Molecular Biology,akerboomj,05-22-2009,ramirezm,2,10,090504_Looger_Akerboom_sequencing_2,,Single Pass,,51602
11521,,093209,Molecular Biology,viswanathans,05-22-2009,ramirezm,6,30,090504_Looger_Viswanathan_Sequencing_6,,Single Pass,,51602
11522,,093215,Molecular Biology,diasb,05-22-2009,ramirezm,12,60,090504_Baker_Dias_sequencing_12,,Single Pass,,51602
11523,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,12,120,090504_Magee_Zemelman_GENEWIZ_12,,Single Pass,,51602
11524,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,56,298,090514_Magee_Zemelman_Sequencing_56,,Single Pass,1/2 hour for dilutions,51602
11525,,093101,Molecular Biology,bais,05-22-2009,ramirezm,1,5,090512_Guo_Bai_Sequencing_1,,Single Pass,,51602
11526,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,8,40,090515_Magee_Zemelman_Sequencing_8,,Single Pass,,51602
11527,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,8,40,090513_Magee_Zemelman_Sequencing_8,,Single Pass,,51602
11528,,093209,Molecular Biology,viswanathans,05-22-2009,ramirezm,3,33,090513_Looger_Viswanathan_sequencing_3,,Single Pass,1/2 hour oligo dilution,51602
11529,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,64,320,090513_Magee_Zemelman_GENEWIZ_64,,Single Pass,,51602
11530,,093206,Molecular Biology,sternsons,05-22-2009,ramirezm,6,30,090514_Sternson_Sterson_sequencing_6,,Single Pass,,51602
11531,,093209,Molecular Biology,marvinj,05-22-2009,ramirezm,66,330,090513_Looger_Marvin_Sequencing_66,,Single Pass,,51602
11532,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,20,100,090514_Magee_Zemelman_Sequencing_20,,Single Pass,,51602
11533,,093207,Molecular Biology,kimj,05-22-2009,ramirezm,16,80,090515_Magee_Kim_sequencing_16,,Single Pass,,51602
11535,,093206,Molecular Biology,sternsons,05-22-2009,ramirezm,6,30,090514_Sternson_Sterson_sequencing_6,,Single Pass,,51602
11536,,093209,Molecular Biology,viswanathans,05-27-2009,ramirezm,18,90,090515_Looger_Viswanathan_sequencing_18,,Single Pass,,51602
11537,,093207,Molecular Biology,zemelmanb,05-22-2009,ramirezm,18,90,090522_Magee_Zemelman_Sequencing_18,,Single Pass,,51602
11538,,093202,Light Microscopy,shroffh,05-26-2009,arnolda,1,45,help imaging on neurolucida station,May 2009-PSF measurements on upright scope,Light Microscopy,5/21  1 hr on neurolucida atation @ $45/hr = 45,51606
11540,,093203,Light Microscopy,henryg,05-26-2009,arnolda,0.5,22.5,help imaging on olympus IX 81 and segmentation of nuclei,may 2009,Light Microscopy,5/21 30min @ $45/hr = 22.5,51606
11541,JVS001101,093400,Light Microscopy,hooksm,05-26-2009,arnolda,1.5,66.5,help with Volocity segmenting cell bodies,may 2009,Light Microscopy,5/21 volocity training and help with segmentation 1.5 hrs @ $45/hr = 66.5,51606
11542,,093304,Light Microscopy,amirw,05-26-2009,arnolda,0.5,22.5,help with slidebook software,may 2009,Light Microscopy,5/21 30 min @ $45/hr = 22.5,51606
11543,,093205,Molecular Biology,pfeifferb,06-01-2009,zhangx,13,65,090522_Rubin_Pfeiffer_DNA Sequencing_13,,Single Pass,,51602
11544,,093101,Molecular Biology,bais,06-01-2009,zhangx,3,40,090522_Guo_Bai_DNA Sequencing_3,,Single Pass,,51602
11545,,093209,Molecular Biology,viswanathans,06-01-2009,zhangx,32,160,090522_Looger_Viswanathan_DNA Sequencing_32,,Single Pass,,51602
11546,,093209,Molecular Biology,marvinj,06-01-2009,zhangx,12,85,090522_Looger_Marvin_DNA Sequencing_12,,Single Pass,,51602
11547,,093207,Histology/anatomy Facility,zemelmanb,05-26-2009,shieldsb,4,290,Hippocampal dissociated cultures ,on 5/18/09 - rat hippocampal dissociated cultures were prepared and maintained  including preparation of media.  Additional material fees are included in the final cost.,Histology/anatomy Facility,,51605
11548,,093204,Histology/anatomy Facility,rahj,05-26-2009,shieldsb,3.25,188.75,Thalamic dissociated cultures,on 5/19/09 - rat thalamic dissociated cultures were prepared and maintained  including preparation of media.  Additional material fees are included in the final cost.,Histology/anatomy Facility,,51605
11549,,093202,Histology/anatomy Facility,zhongh,05-27-2009,shieldsb,2.75,151.25,Sectioning,on 5/20/09 - a mouse brain (#17325 previously perfused by Amy Hu) was sectioned on the vibratome at 50um; sections were collected through the barrel cortex and hippocampus  and free-floated in PBS [2.5hr]  5/18/09 - media was changed for hippocampal slice cultures prepared on 5/4/09 [0.25hr]  This project was requested on 5/18/09 and was completed on 5/20/09.,Histology/anatomy Facility,,51605
11550,,093206,Histology/anatomy Facility,apontey,05-29-2009,shieldsb,4.75,261.25,Sectioning  IHC,on 5/26/09 - a mose brain (#17412 Bl/6 previously perfused by Amy Hu) was sectioned on the vibratome at 50um; sections were collected through the somatosensory cortex and hypothalamus  and free-floated in PBS [2hr]  on 5/27/09 - selected sections from #17412 were mounted onto slides  and immunohistochemistry (anti-cFOS  AF488 secondary) was performed under various different conditions; sections were coverslipped with Vectashield [2.75hr]  This project was requested on 5/18/09 and was completed on 5/29/09.,Histology/anatomy Facility,,51605
11551,,093206,Histology/anatomy Facility,apontey,05-27-2009,shieldsb,2.25,123.75,Sectioning,on 5/27/09 - a mouse brain (#31625 Agrp iCre previously perfused by Amy Hu) was sectioned on the vibratome at 60um; sections were collected through the hypothalamus and ARC  mounted onto glass slides and coverslipped with Vectashield with DAPI.  This project was requested on 5/26/09 and was completed on 5/27/09.,Histology/anatomy Facility,,51605
